x,y,label
-2.788665602,5.061523802,2
-19.98960079,23.07153429,3
-11.08674721,4.686402329,8
16.46221327,22.52236738,0
21.89128728,7.771947815,6
-6.591759674,-20.67129051,9
-25.98807672,10.35763859,3
-3.517981434,-11.16391786,9
-2.130230494,2.18905513,7
1.056865728,-32.06903317,4
-23.25789456,13.30088263,5
-17.41225687,2.454832557,3
18.99869358,8.329468275,6
7.860576904,-8.769377353,7
1.231206589,-31.89362806,4
-17.02463857,-17.15540445,2
9.343575938,-20.09385718,4
-8.004996855,16.17224505,8
-1.110074382,16.73873095,8
5.609229741,-4.447629112,7
15.92688712,-9.430091334,1
-27.37271917,10.97543874,3
12.64012947,-23.07783956,4
7.11266636,21.4693705,0
-7.636434582,27.96884511,5
30.00935592,4.042611643,6
8.952585146,-3.805130622,7
-8.920619599,25.60348573,5
18.69454914,27.31424803,0
6.538498585,22.66366755,0
-17.57765208,-16.64687628,2
-30.39273269,2.737388875,3
4.635497348,-7.511003258,7
-21.69572986,11.92155483,5
-8.483808659,24.64946304,5
6.994612093,8.364048504,1
-23.82340571,9.795163496,3
2.318108768,5.706894638,7
-7.560561183,-2.970271245,9
33.75582918,-3.667622197,6
-8.684663564,29.16046947,5
10.49000741,27.72600055,0
33.50697653,-5.705429689,6
16.21037696,15.84410188,0
-6.97659139,-3.652659701,9
14.00125457,-15.34858791,4
0.071090699,-19.46489259,9
-18.33122839,-24.89333903,2
27.50916785,-3.957716031,6
-7.195307337,-1.971391816,9
1.252751874,-24.66615991,4
10.25755047,-11.20897587,7
-12.74639999,-11.87373164,2
-12.89174302,-4.576724547,2
-15.15181118,6.739441903,8
6.669784135,6.903911333,1
-6.170167517,-21.1752665,9
6.606419872,-14.88913537,4
9.984242307,21.98380112,0
-25.20431561,-22.88322507,2
-3.217817504,-7.230445932,9
-27.86450049,3.024617553,3
7.566108925,-23.77344535,4
-5.232227186,-24.963154,9
19.7637478,8.39074954,6
12.58794573,-18.50303242,4
11.59488656,-17.09897525,4
-7.217971442,11.94952048,8
-23.78695512,-15.37360475,2
4.0186271,2.003754834,7
2.86152454,-18.23535356,4
-19.55398048,-10.71950744,2
28.26618632,-0.12742004,6
-12.4469871,12.35551449,8
17.29600499,21.16284145,0
18.50059099,20.10298984,0
9.883899081,-5.251632874,7
-12.49019034,-19.79103969,2
-3.701300672,-5.749528691,9
12.78939845,21.81078886,0
-3.561713284,10.92754432,8
19.90627974,9.336798464,6
-22.97168073,-23.56641245,2
-1.289988656,-12.25704089,9
-28.54041724,3.925576908,3
-16.04805328,20.18139277,5
8.818316259,-4.848939284,7
-7.38133218,8.495659428,8
-13.86876759,19.69071989,5
3.96843294,-23.16190577,4
-19.14824913,21.92013592,5
0.261055744,0.892270752,7
-24.36531103,-17.14692394,2
17.40998441,28.40329264,0
-21.74331776,-15.88360639,2
-20.09278157,0.306869746,3
-0.739942505,0.181737477,7
11.81372935,-9.631091605,7
-11.77846499,5.198599861,8
-16.38564077,-1.297962648,3
-18.69628972,-3.801295481,3
-25.33409686,7.826721598,3
10.32351347,20.11963093,0
-5.922207918,2.976711172,8
27.36824581,2.603835457,6
29.03551988,2.264545625,6
6.072004398,-4.209687496,7
-23.21311757,-3.819813325,3
-26.39787884,1.562505039,3
3.784193366,3.533121348,7
-20.83989892,22.57842975,5
-10.16881028,3.047286695,8
3.27875854,-6.132587998,7
-5.958338207,-16.97488991,9
25.64477541,-3.028544756,6
10.08969597,4.805085873,1
-13.52775128,3.39400285,8
16.46008958,-8.861536721,1
-7.970952285,20.8166576,5
23.66387406,-12.61477368,1
-7.022683265,-14.36615175,9
35.48750123,-2.447340588,6
-22.86302755,17.97984334,5
-22.27997468,-24.24255698,2
16.09347592,-21.19470935,4
17.39946106,-11.49703256,1
-8.037872039,12.75453199,8
-20.05800909,-21.37306163,2
-26.9463704,5.643503457,3
0.542099484,21.03505313,1
-13.87526142,19.48646186,5
7.81611356,24.27765431,0
-9.869152362,4.964920646,8
2.860953884,6.087313314,7
22.61143872,4.258595537,6
-21.41911046,-22.60013061,2
16.51046999,18.87492409,0
-6.602842465,14.06244429,8
-22.79869649,0.264821558,3
-12.91803714,-9.725830595,2
7.128320511,-19.52772975,4
1.320839333,-29.72909613,4
-6.044156272,8.569178058,8
22.08775619,-0.668252541,6
-29.77773847,3.823640529,3
-19.47670921,16.95638031,5
26.93327722,4.77108419,6
11.65311182,9.454570618,1
12.53622326,25.91949251,0
-31.24209504,1.6205772,3
15.88425641,-9.428816086,1
-16.43044583,-18.62163776,2
-4.798674406,13.49248861,8
-1.455545863,2.465716571,7
-11.45917163,5.757585284,8
-10.56747179,11.22287937,8
31.88184649,-5.410164826,6
-7.868006009,15.71178414,8
-3.78933324,-26.54085022,9
6.919733133,-7.165031603,7
-28.09205181,5.4873148,3
7.126244342,8.280578822,1
-14.75415958,22.27913135,5
21.57166836,25.69250174,0
11.40592414,-9.939521811,7
6.497290047,-25.29222619,4
17.36795828,-3.012933684,1
-6.364274379,13.55736608,8
-9.336032809,25.33089062,5
-32.93438682,1.151218162,3
8.131604194,10.87344298,1
3.854125873,-8.439775999,7
11.48787199,16.55383445,0
21.3370062,-9.648050841,1
-17.79450553,2.655135261,3
-18.62217559,10.16791749,8
10.05870112,4.809074354,1
-18.44356616,-24.61295543,2
4.826006011,-22.18632254,4
19.52083596,-4.659663583,1
0.383925088,4.019796515,7
7.415051728,-9.231358697,7
-21.01511879,2.655164076,3
1.433557315,6.449246927,7
-6.869624894,12.99712196,8
-9.093371929,29.18728098,5
-23.23641796,-17.87655448,2
15.78067157,25.58385577,0
19.51614746,8.427091564,6
-15.32618226,-0.70513253,3
16.71248436,-21.16662545,4
16.19419361,2.683405487,1
-5.525787475,10.82098011,8
4.839619622,-22.81651838,4
-7.734520454,16.07707536,8
16.20081137,-23.38995089,4
18.11196228,7.620895838,6
-11.15084541,11.53928935,8
10.75848285,8.633274375,1
-22.63132099,-19.51512289,2
-22.59391471,-19.28551177,2
-24.38859836,9.99927045,3
-4.021512224,-3.579844077,9
7.939497837,10.34603327,1
15.83667652,17.07457299,5
22.24472461,-6.641658678,1
-23.42799185,13.11397267,5
5.171004469,-26.83762856,4
0.165536748,0.21771553,7
-16.78587523,9.631905776,8
-7.441972161,-22.31052864,9
-25.84036547,-2.499463932,3
4.827165225,-22.10345714,4
0.184863716,0.901734975,7
23.47321934,-12.55818141,1
1.764699905,-25.40739657,4
-26.12182907,6.008213076,3
26.60976633,2.381176669,6
13.01825253,8.04997198,1
-18.11502104,-24.96871634,2
9.379761039,24.23210046,0
12.07018139,-16.64571824,4
-26.32311658,7.001571762,3
-21.24016899,-16.72787398,2
3.671054229,-9.05687932,7
7.432437485,22.59674571,0
10.04308873,10.86364395,1
-29.95654788,-1.83400569,3
-25.09850735,6.883505183,3
-1.854398478,-2.623622559,7
-6.141037109,6.197214755,8
2.54117809,4.647027745,7
17.34794594,-13.78033441,8
-6.231352489,13.64765093,8
-3.725481927,-4.048238262,9
14.55883671,-16.33457448,4
1.01427116,2.966503622,7
0.235438324,2.536843968,7
-9.059561872,11.10996989,8
-3.523902144,-28.92064812,9
1.634355981,4.621773441,7
-6.14851493,23.98665946,5
-24.28650365,4.407624828,3
-23.45590173,-6.341076354,3
17.89881822,25.66260184,0
-23.08260978,-23.46840027,2
35.65889916,-5.432658119,6
8.923094702,-29.47730144,4
-16.30684325,-14.4896429,2
-10.95000876,26.36946055,5
35.11212351,-1.73112074,6
18.89439818,26.60555713,0
10.36867466,-10.31766234,7
-22.61440063,-23.3608268,2
-1.045383322,4.515179276,7
-21.44194603,-4.212971285,3
-21.98976621,-23.31130533,2
-13.9460853,-8.739768478,2
10.29599954,-20.02542946,4
-12.13101893,22.52031093,5
3.237898114,-17.77367012,4
5.530626338,16.02753098,1
-12.31873553,14.06562854,8
7.924714038,11.13159237,1
-22.51700703,5.14287526,3
-22.86796044,3.945676265,3
7.418486883,-4.849823264,7
10.24557931,17.95788419,0
6.00502957,-10.93717015,7
33.86226631,-0.384200523,6
14.25366569,-21.03680033,4
15.54906479,17.17148319,0
0.394499172,-7.654593358,7
23.29966069,3.919252787,5
-13.3782119,-18.35302148,2
17.19450547,21.33397901,0
6.43725709,13.38027425,1
23.51716864,21.04514737,0
-17.19066432,22.92184082,5
4.235683052,-16.55666049,4
7.74216578,13.75357966,1
-5.655130289,4.83618176,8
5.233502873,-26.99384848,4
13.3763098,19.76792388,0
19.34029595,-11.81189578,1
15.3805221,-23.78192091,4
21.72689547,2.378529455,6
13.26508541,-8.213238707,1
13.91220112,-2.922309611,1
2.670406716,6.466554948,9
-0.69805917,-12.32188397,9
-8.724392801,15.69110878,8
23.46681327,7.594495091,6
-16.5351173,15.45573909,5
2.356649958,1.269733849,7
15.99105324,-24.79853737,4
-12.20224804,22.88106565,5
-13.09528682,23.15496255,5
-27.43856402,6.33884155,3
-5.408078178,-14.53013842,9
3.541655822,16.83697557,1
-6.784851876,-9.173004974,9
-19.1126254,-12.09069099,2
-19.59145985,4.335163924,3
12.34844726,22.44601057,0
-8.05388401,-7.695213454,9
19.49974065,21.95035592,0
4.551327566,3.249327122,7
-10.70563335,26.13927157,5
-8.317574986,-11.09005641,9
5.509403522,-8.957132354,7
3.857903308,16.00467378,1
-23.03900426,8.236006787,3
8.618206742,21.77338236,0
-11.26269459,8.907525863,8
28.45528044,1.22403795,6
24.44962127,8.333860254,6
-19.86877704,-17.75753643,2
-0.556967394,-9.642546441,9
10.9308204,26.01793,0
11.22299472,-24.35078452,4
-21.83182159,-22.377585,2
-12.7598503,-17.69290533,2
20.06975796,20.03331126,0
4.477190232,-22.31966244,4
16.72768465,-2.231854363,1
11.15260185,5.534884993,1
1.625251845,-21.59495261,4
-10.40410222,-2.011098471,1
-6.849950209,9.382400346,8
-0.969997722,-17.77659472,4
-12.67085875,-19.70630591,2
-13.57561672,1.923213291,5
3.228556596,-17.31894908,4
6.848899875,9.976547302,1
-31.98387314,-0.666870666,3
29.86035047,-3.728948664,6
-5.767632057,8.421108325,8
-23.36085061,16.38753934,5
8.552293801,9.748525857,1
-4.207003361,-10.49027695,9
10.09668839,-26.12840524,4
-8.490452891,6.982506353,8
-25.55949471,-17.00031272,2
-21.04398378,1.679819772,3
-4.256313087,9.680785896,8
-4.493213465,7.847394015,8
-8.325635213,-10.35123819,9
-12.17622446,-18.98915906,2
20.71536241,27.18276825,0
20.61994355,23.35179359,0
-22.80453908,17.49995567,5
-12.89882011,-1.668530348,8
8.275402743,-10.44805909,7
-20.79842112,-4.585936778,3
1.754759919,-4.756087707,7
6.881958494,-11.0176205,7
8.628409938,-15.74459586,4
-17.64953151,8.593621108,8
4.230783509,-4.295660186,4
1.076415492,-8.841931502,7
20.47779067,17.41476737,0
4.011531571,-23.6870771,4
-24.97815759,3.080820635,3
2.701903639,-25.78460435,4
19.47712473,21.47573471,0
-12.8622244,-1.74790604,8
13.66921252,20.28432158,0
-1.01810643,15.19946048,8
1.148110024,7.348183875,7
-8.346820536,-5.982959536,9
13.78075169,-2.754337348,1
7.123249249,6.002465726,1
-9.48686143,11.45333905,8
-8.327468397,-11.22684643,9
8.834283601,-2.581973302,7
-24.93580772,6.635019395,3
-19.5152512,-12.931869,2
-21.39095913,6.197379819,3
13.70461104,22.52584785,0
-7.78583681,12.87910703,8
7.3361126,-18.62084713,4
12.73417792,18.65706059,0
23.1632508,-11.86798223,1
16.46487976,-8.890066542,1
-14.45436522,-9.87735449,2
8.645171725,15.83361189,0
4.998121989,1.004586387,7
3.276181937,-5.095918667,7
-22.58770098,-17.71585709,2
-8.026621287,27.24403233,5
4.515854231,-23.59968667,4
-24.70924806,9.303970785,3
-8.807001981,-15.02654583,9
6.105412132,-29.98928733,4
10.1255007,29.14900399,0
30.0251033,5.979060863,6
-20.62459818,-0.202565758,3
-25.443838,-14.82556631,2
5.60463084,17.72555468,4
3.134053593,3.528154544,7
-26.48048132,3.233772238,3
1.210734057,-0.473022848,7
-16.50460534,20.36537213,5
13.14973882,-14.96222568,4
-5.567119123,-7.7419036,9
4.26661643,16.90494322,1
4.100047741,13.39179727,1
22.84870525,22.50532787,0
28.18215445,6.502089491,6
19.93470063,-14.36465071,1
-6.823641697,16.20003111,8
7.276376931,-7.255528718,7
23.02461845,6.581234658,6
-6.817525985,15.38036861,8
18.92617626,5.333077613,6
-12.27524603,-21.09228651,2
0.145660705,-20.01009192,7
-19.14253619,-16.79796135,2
2.756058574,-3.155767644,7
-15.088244,8.679992772,8
-31.32070724,3.449815346,3
-5.714944893,-23.73669893,9
-15.196285,25.96760571,5
-31.85645405,3.815001901,3
28.69308212,0.266966331,6
25.45561261,5.721611393,6
6.904387942,-28.72524463,4
9.65433868,-17.462318,4
-14.7762036,17.91892119,5
18.38836052,9.827027291,6
-11.78672001,24.97895939,5
11.60863532,4.882056574,1
22.41650023,7.590705354,6
20.62475006,-13.47364556,1
17.39388387,-9.607166599,1
-15.67146296,1.811470738,9
-7.972234864,28.51793611,5
23.36537153,2.52811978,6
11.8323998,21.93077367,0
-26.24528494,7.596112764,3
4.999238628,2.420983608,7
6.225974077,-30.00639259,4
9.704268083,27.00036228,0
3.161037955,-26.56027915,4
-5.852498178,-4.794759323,9
-10.08510786,26.26843833,5
10.8721469,23.85626593,0
-24.68513196,-16.3512182,2
17.07978772,22.73068766,0
-7.488116031,15.39772084,8
-2.952271073,-0.848082333,7
23.58507776,-15.30346955,1
-15.92779444,8.829481641,6
19.69239585,16.260481,0
-4.237220366,-21.51752216,9
-17.75969463,1.291885529,3
12.8423377,24.18281291,0
5.908880765,9.450208762,1
1.77071049,12.02416238,7
13.43117875,19.86957787,0
16.22789423,5.635487382,2
13.63237356,-3.419724116,1
-7.853002,25.45884759,5
-5.451057088,-7.768491404,9
6.408373888,15.05959273,1
-14.99854856,-15.64438317,2
25.51005873,2.499565779,6
21.08457657,3.535359657,6
-6.246951396,15.02406315,8
-18.29890542,12.82130792,5
20.16158557,10.35233389,6
31.48591744,-6.513917321,6
4.977314676,0.405654811,7
15.21247535,18.21235467,0
3.833360108,9.66956106,1
17.66941999,15.74814508,0
3.529292425,0.637729893,7
-16.31646508,-12.91685403,1
25.76733506,3.842556702,6
14.85861953,-9.418602539,1
-19.90679329,-23.17467073,2
-3.444103697,-4.430522017,9
-14.50485621,-15.1535764,2
-18.84940185,19.41983548,5
5.909453401,22.85035535,0
6.377551244,22.64366042,0
16.53621565,-6.894593148,1
-20.8847297,19.14855789,5
10.52085821,22.44441877,0
10.05451665,-7.538468158,7
-17.23500299,6.912420329,8
7.912071235,12.78480181,1
-8.903843042,21.9593625,5
32.45478171,-1.572662548,6
-16.76968652,-3.039881687,3
-7.550921822,5.884579935,8
14.77895672,-23.16634099,4
19.77480812,-11.60440621,1
-6.334772862,-14.25502184,9
-7.523607475,6.748568196,8
6.868275675,12.65625911,1
-31.51033147,4.965008739,3
10.23121367,7.509341305,1
32.45594394,-0.48030035,6
9.851179127,-12.01600046,7
16.92761599,27.53065604,0
-22.06121249,-5.849909782,3
13.1796688,-4.063736129,1
8.456554259,13.0686051,1
-23.49313187,0.790187101,3
14.5787448,-23.30639118,4
-7.359087343,-11.40221268,9
-11.44560252,3.029101556,8
-13.881665,23.3160341,5
25.60612344,1.893086026,6
-6.635666798,-27.53149333,9
19.41310569,3.67279151,6
-14.65143169,-8.126721059,2
9.243992315,-19.08876943,4
-19.59786124,20.7452519,5
-4.651572162,9.991006342,8
5.72802891,-6.442662358,7
-13.37255728,-13.65130375,2
2.94044527,-10.16731959,7
-3.857931318,-26.60071606,9
-13.5347405,-14.6477834,2
-11.88021034,10.49793173,8
10.91164635,19.96640218,0
-8.849830291,-24.21994217,9
-13.69355078,-14.69830941,2
22.62237324,5.133056298,6
-18.02476525,22.82563828,5
5.827471186,-6.418867108,7
-14.90862428,25.18763985,5
16.10248531,0.485797098,3
23.36424273,-0.777766745,5
-21.77590906,-10.9360819,2
-21.73383175,16.63699392,5
-19.62552749,-5.817951224,3
0.812174547,17.79901444,1
-26.80545549,8.249251073,3
1.714701341,19.40138698,1
18.31444813,6.673385479,6
12.60468957,25.34349623,2
22.50190766,10.42120765,6
4.089768624,-0.155811367,7
-21.34576238,5.780779127,3
-12.3088064,-7.410998133,2
-20.95304336,5.374538907,3
-5.09881536,27.42622119,5
-26.4313379,8.113435717,3
-5.147809925,8.321424313,8
22.6638029,7.9471988,6
17.33057827,-10.33030086,1
-6.56509927,12.29408122,8
-9.4934237,26.47674944,5
-15.03222032,3.468930092,8
2.826854758,-19.59568763,4
-23.52203025,-15.63097506,2
-20.82428719,-21.701201,2
-19.69117338,15.36098436,5
-0.365339744,-11.87736488,9
16.70770312,-4.13950313,1
-1.410021897,1.555284268,7
1.4787343,-3.822036895,7
-25.03777473,-8.741557624,3
22.93700289,0.032826785,6
-21.22082368,-11.72720099,2
-12.54505619,8.098272017,8
7.818547401,19.97304838,0
12.7356306,6.989251676,1
-31.43870107,-0.551423622,3
21.89279476,21.1902902,0
-1.288538961,-14.00716839,9
-23.02806367,16.74802422,5
-19.04989454,13.74468753,5
-4.814420876,-10.04847377,9
16.45081437,3.696495308,1
22.7019342,3.589722754,6
1.266700851,-18.52234909,4
-12.32640307,12.72233796,8
21.63750936,-5.297754326,1
-18.21340719,1.898658019,3
-20.59015286,-19.39830758,2
-14.78405353,-16.71663255,2
-13.90936719,-20.19679613,2
-2.748721649,-6.455711464,4
14.40820195,27.8125286,0
-5.590698587,-12.9720481,9
4.982802185,-31.03208747,4
-32.29377912,-1.643750575,3
6.555574736,7.846986645,1
-18.05504813,4.386299889,3
-8.851820615,9.258333323,8
12.90206069,22.81812714,0
-8.502342717,7.476294069,8
-1.509675438,14.57250974,8
10.09557144,-24.42315111,4
7.300062485,21.43797342,0
-6.805835737,-11.86234598,9
8.318831531,-4.035373965,7
13.92019905,27.5346422,0
-24.66961567,-19.75357449,2
-23.59417331,5.882413206,3
14.21469683,18.02917529,0
-24.08083191,17.63274901,3
-17.06259207,-14.20339859,2
-1.530831583,-18.68810155,9
10.22901918,-5.897971897,7
-6.836031477,10.72286014,8
1.418696845,-24.42655635,4
11.30848193,19.43167256,0
-25.13223187,-3.540172632,3
8.300342484,23.22762339,0
-15.282324,15.40794031,5
-7.274483615,12.24983114,8
-17.96822798,-14.69101989,2
8.330099248,26.02637659,0
-18.10078704,2.946251607,3
-12.05631413,19.52265943,5
5.143083583,-24.43153906,4
3.257420349,10.8180721,1
-16.45428364,-0.019395521,3
4.200408477,3.924422383,7
-17.75446393,2.635407127,3
-14.68906811,7.773213707,8
18.23046982,-18.24275752,4
-9.695354548,25.38992357,5
-29.18288292,7.758811577,3
-16.58258584,1.307757955,3
-20.67287058,-14.62636145,2
-4.447009921,-6.191450899,9
6.16141891,22.02607966,0
-1.834004153,6.095611516,7
21.74314918,10.12778104,6
26.7225598,-2.732152227,6
3.322526654,10.4220732,4
-23.51169959,-16.05482441,2
-21.66820597,20.559227,5
-7.203654027,5.82836983,8
28.88237073,6.533990992,6
-1.605383248,-1.936696791,7
3.289807246,-7.79725772,7
16.31569533,3.674040279,1
4.552675171,14.2803844,1
9.753845743,10.82042809,1
11.47138377,-11.07901155,7
-23.06800116,16.88812092,5
5.167657462,-20.90346412,4
-7.635437322,-11.72586478,9
-7.273293962,3.255149423,8
32.84626417,-3.037688484,6
15.96526841,4.168576114,1
-21.46488339,0.88012264,3
-21.38003884,0.533992636,3
6.815010814,11.92661711,1
19.83869442,10.90641166,6
18.44153707,23.49658223,0
31.09804161,-3.418106668,6
-13.68361456,-17.47714994,2
31.15647545,-6.241728641,6
-19.75542789,15.33956217,5
7.365332817,-9.553820885,7
5.529403069,-4.679707981,7
9.466481553,6.050658796,1
22.52683987,-16.19352278,2
3.01716948,7.471570766,7
2.253152045,19.64813009,1
29.83974832,0.204795372,6
12.32339138,29.37232138,0
-21.47999257,11.47637948,5
2.756800959,5.700305007,7
10.37837064,27.56933693,0
-1.279011615,-12.91080447,9
14.97091282,-23.47646107,4
-5.881888963,28.61585563,5
0.538405311,-13.85358614,9
-8.398201636,-3.629752023,9
-2.224848562,22.86196804,8
0.985058471,7.750888294,7
-15.77344951,-19.49645447,2
-1.850988705,17.6156378,8
1.937427646,2.409007547,7
-10.58401695,11.82561879,8
24.92051531,9.203984406,6
-9.287880918,19.168756,5
-13.25928169,3.277536657,8
11.91614516,-26.38556637,4
32.91987568,-2.328753948,6
-20.90637971,18.31817525,5
-4.717763569,-16.33968884,9
-1.061264744,17.38157573,8
-7.735881203,-21.75316019,9
9.762990978,4.616680789,1
9.755800173,16.91278936,0
-16.70331964,-17.85310155,2
27.6310156,2.746749821,6
5.258971363,-0.437477486,7
-0.476096348,2.024978175,7
-22.36897904,-2.026446193,3
3.244815454,-24.10228645,4
18.8988328,23.95221635,0
12.24072323,20.96064325,0
-12.69270591,18.1948442,5
0.545814747,-11.83687132,7
12.49523406,20.49611195,0
30.59105257,-2.445813542,6
11.89352823,-27.83910075,4
-7.322352139,6.048440201,8
-24.70730232,6.073110354,3
-22.10651798,-19.22069294,2
-12.3261322,-19.89829232,2
21.29571711,-0.721679576,6
21.74550226,-12.03598937,1
29.62445933,-3.334605554,6
-7.696964054,-21.61077199,9
-5.105876972,-25.306734,9
19.1022251,22.7665843,0
4.57720719,16.00740007,1
-12.43157172,9.09600451,8
16.49966746,21.67512017,0
-4.975558073,-11.80621671,9
5.277297319,15.9559735,1
11.19555244,11.81607991,1
20.63324531,4.241425378,5
-6.164964497,-27.04501106,3
1.903411579,14.3537576,1
-13.29535097,27.58849082,5
-15.88793573,-14.44858233,2
-7.348954542,-7.56244579,9
31.25778854,-5.501792082,6
26.44156063,5.221206672,6
0.719862233,-1.469457087,7
0.462960557,-18.50266742,9
-6.225426699,-16.66226477,9
16.23100551,-18.72775681,4
-7.359597983,29.14806074,5
22.47445922,23.79552368,0
24.83591261,2.026484499,6
14.84333404,18.9992989,0
21.38658945,-5.233166028,1
25.59597624,3.615986804,6
-2.551834108,15.31667739,8
22.65056795,-1.804673546,6
10.35885396,22.55091668,0
-15.95494216,-14.22974998,2
-4.860209186,-24.48939606,9
13.07617444,-1.97761578,1
-26.26172118,11.160068,3
-7.147613385,-3.364541097,9
-8.376876859,29.96070894,5
5.024401155,3.339250059,7
7.551097881,-18.92073462,4
-6.338417854,-22.179869,9
-3.127274831,-25.87907019,9
-5.07694012,-16.57353279,9
8.259675792,12.37499698,1
16.19709038,-7.782731285,1
-31.5368433,-2.491005299,3
0.345675229,-17.12930301,9
24.2178702,-1.260775911,6
16.0050396,-4.701485688,1
20.59932081,-5.992120758,1
-14.54064907,14.9902845,5
-23.46744349,-0.765598807,3
-4.655806248,-6.559632907,9
7.111580871,-26.15356208,4
12.24935137,-3.425129638,1
-2.311731763,-19.03289477,9
11.92519211,-24.58178834,4
5.618613847,-6.682588105,7
19.17226088,-10.15353147,1
29.05862672,-0.827713727,6
-23.22172846,-4.402276601,3
7.03958102,14.66989747,1
-17.23962678,-0.307146903,3
26.91536051,-1.821408625,5
-20.74020654,-5.236054216,3
2.205732854,13.59395864,1
-16.74509283,25.76272101,5
-6.442222606,6.744686984,8
-6.143745217,26.1724114,5
14.87287146,-24.93039132,4
-21.06783975,7.669688649,3
-8.635675529,26.3393034,5
5.40620117,9.938891801,1
-2.275730317,9.273761201,8
-22.46810036,-16.24392656,2
-25.84431101,1.549980878,3
14.50180186,-24.54094282,4
0.607937694,4.046001146,7
3.275393359,2.144377348,7
14.43403552,-23.05621195,4
-18.72114282,-21.11304747,2
35.55848077,-5.724836698,6
-2.040341686,19.01051983,8
11.70526385,21.52615698,0
-10.45422017,21.538594,6
-15.02863557,19.40834347,5
-15.29572557,19.9705224,5
-6.386134575,13.71127077,8
10.24978814,4.40623036,1
-21.49592307,-1.177097909,3
-4.036480582,-2.523211026,9
22.03001734,-14.67335612,1
-22.04987101,-18.12944269,2
6.498885719,-28.06567481,4
17.25792964,21.8017728,0
-23.63161365,-1.50073208,3
